biorxiv_doi,preprint_category,preprint_date,published_date,days_to_publication,published_journal,jaccard_similarity,preprint_word_count,published_word_count,year,primary_label,primary_hedging,preprint_primary_type,published_primary_type,s1_label,s1_hedging,s2_label,s2_hedging,source
10.1101/2020.09.23.244095,bioinformatics,2020-09-23,2021-02-13,143.0,"Bioinformatics (Oxford, England)",0.7207,118,120,2020,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.06.04.135467,ecology,2020-06-06,2021-02-14,253.0,Ecology Letters,0.7432,206,150,2020,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.04.16.044636,immunology,2020-04-16,2021-02-14,304.0,International journal of genomics,0.5926,217,258,2020,minor,weakened,association,association,minor,unchanged,major,weakened,full
10.1101/707398,neuroscience,2019-07-18,2021-02-12,575.0,eneuro,0.991,165,164,2019,unchanged,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2020.06.19.161570,neuroscience,2020-06-20,2021-02-15,240.0,Magnetic resonance imaging,0.936,177,177,2020,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/582650,bioinformatics,2019-03-28,2021-02-17,692.0,BMC bioinformatics,0.9728,273,273,2019,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.02.24.962787,developmental biology,2020-02-25,2021-02-16,357.0,Development,0.8346,210,183,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2020.10.07.329433,developmental biology,2020-10-07,2021-02-16,132.0,PLoS computational biology,0.8824,448,288,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.06.06.130575,molecular biology,2020-06-06,2021-02-01,240.0,PLoS genetics,0.9182,262,266,2020,minor,unchanged,method,method,minor,unchanged,minor,strengthened,full
10.1101/2020.06.18.158915,neuroscience,2020-06-19,2021-02-02,228.0,PLoS computational biology,0.6872,356,194,2020,minor,unchanged,mechanism,mechanism,minor,weakened,unchanged,unchanged,full
10.1101/2020.07.21.214353,neuroscience,2020-07-21,2021-02-15,209.0,Psychological Medicine,0.9257,238,250,2020,unchanged,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2020.06.24.168690,biophysics,2020-06-24,2021-02-16,237.0,PLoS computational biology,0.7442,437,238,2020,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.08.21.260596,animal behavior and cognition,2020-08-24,2021-02-17,177.0,Belgian Journal of Zoology,1.0,192,192,2020,unchanged,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2020.01.20.912139,biophysics,2020-01-21,2021-02-17,393.0,Communications biology,0.8,168,149,2020,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2020.07.15.205484,neuroscience,2020-07-16,2021-02-16,215.0,eLife,0.7632,141,155,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2020.07.08.194076,plant biology,2020-07-09,2021-02-16,222.0,New Phytologist,0.7484,190,196,2020,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2020.09.24.312751,microbiology,2020-09-25,2021-02-15,143.0,mSystems,0.2422,315,44,2020,major,,descriptive,descriptive,major,,major,,full
10.1101/2020.10.08.330241,microbiology,2020-10-08,2021-02-16,131.0,Antimicrobial Agents and Chemotherapy,0.3333,271,62,2020,major,,mechanism,descriptive,major,,major,,full
10.1101/2020.10.05.325993,genetics,2020-10-05,2021-02-12,130.0,PLoS genetics,0.6963,490,294,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.10.26.356154,neuroscience,2020-10-27,2021-02-17,113.0,NPJ Parkinson's disease,0.9786,216,217,2020,unchanged,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2020.02.20.958751,neuroscience,2020-02-21,2021-02-17,362.0,Communications biology,0.4318,73,168,2020,major,weakened,therapeutic,therapeutic,minor,unchanged,major,,full
10.1101/2020.10.28.360156,pharmacology and toxicology,2020-10-29,2021-02-16,110.0,Antimicrobial Agents and Chemotherapy,0.3304,178,43,2020,major,,method,,major,,major,,full
10.1101/2020.09.29.319525,ecology,2020-10-01,2021-02-16,138.0,Marine and Freshwater Research,0.9403,200,203,2020,minor,unchanged,null_result,null_result,minor,unchanged,minor,unchanged,full
10.1101/2020.04.20.051631,genetics,2020-04-22,2021-02-15,299.0,eLife,0.9904,149,147,2020,unchanged,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/811539,neuroscience,2019-10-21,2021-02-16,484.0,Proceedings of the National Academy of Sciences of the United States of America,0.6408,277,131,2019,minor,unchanged,mechanism,mechanism,major,,major,,full
10.1101/2020.09.22.308023,microbiology,2020-09-22,2021-02-17,148.0,Veterinary research,0.7875,228,235,2020,minor,unchanged,null_result,null_result,minor,unchanged,unchanged,unchanged,full
10.1101/2020.11.04.368480,cell biology,2020-11-05,2021-02-15,102.0,Biotechnology and Bioengineering,0.5792,383,182,2020,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.06.22.165555,cancer biology,2020-06-23,2021-02-13,235.0,Molecular cancer,0.2767,99,213,2020,minor,unchanged,method,method,minor,unchanged,major,,full
10.1101/799817,bioinformatics,2019-10-10,2021-02-17,496.0,Nature communications,0.5514,73,152,2019,minor,weakened,method,method,minor,unchanged,major,,full
10.1101/696419,genetics,2019-07-09,2021-02-17,589.0,BMC genomics,0.9565,154,154,2019,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.07.17.208348,pathology,2020-07-17,2021-02-02,200.0,PLoS neglected tropical diseases,0.9276,232,238,2020,minor,unchanged,therapeutic,therapeutic,unchanged,unchanged,minor,unchanged,full
10.1101/2020.08.21.251025,evolutionary biology,2020-08-24,2021-02-15,175.0,Evolution; international journal of organic evolution,0.5956,200,198,2020,major,,association,association,minor,unchanged,major,strengthened,full
10.1101/2020.06.19.160606,genetics,2020-06-19,2021-02-13,239.0,Bosnian journal of basic medical sciences,0.5,75,95,2020,minor,weakened,descriptive,descriptive,unchanged,unchanged,major,,full
10.1101/2020.02.11.943910,molecular biology,2020-02-12,2021-02-17,371.0,Circulation,0.5801,426,311,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.09.27.315705,bioinformatics,2020-09-27,2021-02-16,142.0,eLife,0.9909,150,150,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.05.15.098756,genetics,2020-05-16,2021-02-15,275.0,"G3 (Bethesda, Md.)",0.6414,221,264,2020,minor,weakened,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2020.04.28.066365,evolutionary biology,2020-04-29,2021-02-15,292.0,Molecular biology and evolution,0.9914,207,207,2020,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.11.04.361154,microbiology,2020-11-05,2021-02-17,104.0,"Science (New York, N.Y.)",0.6667,132,122,2020,unchanged,unchanged,therapeutic,therapeutic,minor,unchanged,minor,weakened,full
10.1101/2020.02.17.951855,genomics,2020-02-18,2021-02-15,363.0,"G3 (Bethesda, Md.)",0.6175,214,236,2020,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2020.10.20.347096,immunology,2020-10-21,2021-02-15,117.0,Immunology and cell biology,0.9054,239,239,2020,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/811737,genomics,2019-10-21,2021-02-19,487.0,Nature communications,0.4967,197,138,2019,major,unchanged,association,association,major,,major,,full
10.1101/2020.05.29.123224,biophysics,2020-05-31,2021-02-12,257.0,Biophysics and physicobiology,0.8805,277,247,2020,minor,unchanged,descriptive,descriptive,unchanged,unchanged,major,,full
10.1101/2020.08.18.253468,microbiology,2020-08-18,2021-02-01,167.0,PLoS pathogens,0.7273,280,158,2020,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/740225,bioinformatics,2019-08-20,2021-02-01,531.0,Nature communications,0.8074,150,181,2019,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.08.20.258301,neuroscience,2020-08-20,2021-02-17,181.0,eLife,0.955,150,152,2020,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/592709,neuroscience,2019-03-31,2021-02-12,684.0,Journal of vision,0.8497,265,286,2019,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.10.19.345710,biophysics,2020-10-19,2021-02-17,121.0,Biophysical journal,0.7143,325,200,2020,minor,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
10.1101/2020.05.11.088773,neuroscience,2020-05-13,2021-02-16,279.0,Proceedings of the National Academy of Sciences of the United States of America,0.4818,143,149,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/532846,bioinformatics,2019-01-28,2021-02-08,742.0,Nature biotechnology,0.9352,159,162,2019,minor,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2020.04.20.050062,cell biology,2020-04-20,2021-02-17,303.0,eLife,0.9412,140,142,2020,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2020.07.09.192013,evolutionary biology,2020-07-10,2021-02-17,222.0,Proceedings. Biological sciences,0.7652,161,152,2020,minor,weakened,mechanism,mechanism,major,unchanged,minor,weakened,full
10.1101/2020.06.25.172643,neuroscience,2020-06-26,2021-02-16,235.0,"Neurons, Behavior, Data analysis, and Theory",1.0,201,201,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.08.13.249151,ecology,2020-08-14,2021-02-13,183.0,Methods in Ecology and Evolution,0.9348,335,337,2020,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.07.29.226290,synthetic biology,2020-07-29,2021-02-14,200.0,Science advances,0.9167,154,153,2020,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2020.02.20.956599,neuroscience,2020-02-24,2021-02-14,356.0,Journal of Parkinson's Disease,0.9542,231,231,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.08.19.257162,cell biology,2020-08-20,2021-02-16,180.0,Current biology : CB,0.9474,179,182,2020,unchanged,unchanged,mechanism,mechanism,minor,weakened,unchanged,unchanged,full
10.1101/2020.02.14.947846,genetics,2020-02-14,2021-02-11,363.0,Journal of experimental botany,0.6747,230,200,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.07.29.227454,cancer biology,2020-07-30,2021-02-12,197.0,PLoS computational biology,0.5333,82,145,2020,minor,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2020.10.26.356410,developmental biology,2020-10-27,2021-02-15,111.0,eLife,0.9346,141,140,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.10.05.327130,genetics,2020-10-07,2021-02-05,121.0,Genetics,0.9735,171,178,2020,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.09.30.320192,microbiology,2020-09-30,2021-02-15,138.0,mBio,0.2042,397,49,2020,major,,mechanism,,major,,major,,full
10.1101/766170,neuroscience,2019-09-12,2021-02-16,523.0,PloS one,0.9919,202,203,2019,unchanged,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2020.07.29.227546,bioinformatics,2020-07-30,2021-02-16,201.0,"Patterns (New York, N.Y.)",0.934,145,142,2020,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2020.06.25.171090,cell biology,2020-06-26,2021-02-15,234.0,Journal of cell science,0.3978,258,197,2020,minor,unchanged,descriptive,descriptive,major,unchanged,minor,unchanged,full
10.1101/2020.08.19.256685,plant biology,2020-08-19,2021-02-15,180.0,Molecular Plant-Microbe Interactions®,0.6114,393,307,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.04.22.055855,microbiology,2020-04-23,2021-02-02,285.0,Cell reports,0.5242,150,141,2020,minor,unchanged,descriptive,descriptive,major,weakened,minor,unchanged,full
10.1101/2020.09.15.297812,genetics,2020-09-16,2021-02-15,152.0,"G3 (Bethesda, Md.)",0.8796,148,148,2020,unchanged,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2020.03.27.012112,biochemistry,2020-03-29,2021-02-16,324.0,Proceedings of the National Academy of Sciences of the United States of America,0.9333,147,143,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.09.06.285262,evolutionary biology,2020-09-08,2021-02-10,155.0,Molecular biology and evolution,0.623,193,146,2020,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2020.05.05.080051,microbiology,2020-05-06,2021-02-16,286.0,Antimicrobial Agents and Chemotherapy,0.3091,185,35,2020,major,,mechanism,mechanism,major,,major,,full
10.1101/2020.11.12.378760,molecular biology,2020-11-12,2021-02-08,88.0,Malaria journal,0.9257,341,358,2020,unchanged,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2020.06.14.150938,developmental biology,2020-06-14,2021-02-16,247.0,eLife,1.0,147,147,2020,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
10.1101/2020.10.22.350470,cell biology,2020-10-22,2021-02-16,117.0,Biology open,1.0,169,169,2020,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.09.25.313882,genomics,2020-09-25,2021-02-13,141.0,Journal of the American Statistical Association,0.8794,199,221,2020,minor,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/549410,scientific communication and education,2019-02-14,2021-02-15,732.0,"Geriatrics (Basel, Switzerland)",0.898,254,230,2019,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2020.09.04.282426,microbiology,2020-09-04,2021-02-16,165.0,PLoS pathogens,0.9302,182,182,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.06.22.166215,developmental biology,2020-06-23,2021-02-15,237.0,eLife,0.3756,380,159,2020,minor,strengthened,mechanism,mechanism,minor,strengthened,minor,unchanged,full
10.1101/497776,bioinformatics,2018-12-17,2021-02-13,789.0,Statistical Applications in Genetics and Molecular Biology,0.8413,159,171,2018,major,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2020.03.17.994350,cancer biology,2020-03-18,2021-02-18,337.0,Nature communications,0.9417,150,149,2020,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.05.04.077750,bioinformatics,2020-05-04,2021-02-17,289.0,Nature communications,0.8111,99,117,2020,unchanged,unchanged,method,method,minor,weakened,major,,full
10.1101/2020.02.12.946426,microbiology,2020-02-13,2021-02-16,369.0,Proceedings of the National Academy of Sciences of the United States of America,0.3375,148,247,2020,minor,weakened,mechanism,mechanism,major,,major,strengthened,full
10.1101/2020.10.26.354712,molecular biology,2020-10-26,2021-02-17,114.0,RNA biology,0.9722,242,242,2020,minor,unchanged,association,association,unchanged,unchanged,minor,unchanged,full
10.1101/2020.03.09.984013,neuroscience,2020-03-10,2021-02-15,342.0,eLife,0.9815,150,145,2020,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2020.07.17.208918,bioinformatics,2020-07-17,2021-02-12,210.0,PLoS computational biology,0.6053,332,298,2020,minor,unchanged,method,method,major,unchanged,major,,full
10.1101/2020.10.15.341594,evolutionary biology,2020-10-15,2021-02-11,119.0,Molecular biology and evolution,0.9533,259,258,2020,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.04.07.029603,biophysics,2020-04-07,2021-02-12,311.0,PLoS computational biology,0.6667,327,150,2020,minor,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2020.09.20.300574,cell biology,2020-09-21,2021-02-15,147.0,Stem cell reports,0.8017,157,153,2020,minor,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2020.09.09.289124,genetics,2020-09-09,2021-02-02,146.0,PLoS computational biology,0.7232,321,207,2020,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/323980,genomics,2018-05-16,2021-02-16,1007.0,Molecular ecology,0.5813,416,256,2018,minor,unchanged,descriptive,descriptive,minor,unchanged,major,unchanged,full
10.1101/2020.07.13.201442,bioinformatics,2020-07-14,2021-02-18,219.0,Database : the journal of biological databases and curation,0.9728,188,193,2020,minor,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2020.09.01.278242,bioinformatics,2020-09-02,2021-02-17,168.0,Scientific reports,0.8586,132,159,2020,unchanged,unchanged,method,method,unchanged,unchanged,major,,full
10.1101/2020.06.15.151845,bioinformatics,2020-06-16,2021-02-20,249.0,Nature communications,0.4497,192,140,2020,minor,weakened,association,association,major,,minor,unchanged,full
10.1101/2020.09.16.274845,molecular biology,2020-09-16,2021-02-20,157.0,Microorganisms,0.9074,150,153,2020,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,minor,unchanged,full
